2023-11-27 16:52:49,830 INFO    : Initialize...
2023-11-28 19:01:31,073 INFO    : Begin to train particle07_11
2023-11-28 19:27:24,188 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 19:27:24,189 INFO    : Begin to train particle07_12
2023-11-28 19:27:24,213 INFO    : Begin to train particle07_13
2023-11-28 19:47:34,300 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 19:47:34,300 INFO    : Begin to train particle07_14
2023-11-28 19:47:34,312 INFO    : Begin to train particle07_15
2023-11-28 20:08:01,711 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:08:01,711 INFO    : Begin to train particle07_16
2023-11-28 20:08:01,724 INFO    : Begin to train particle07_17
2023-11-28 20:27:58,282 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:27:58,282 INFO    : Begin to train particle07_18
2023-11-28 20:27:58,294 INFO    : Begin to train particle07_19
2023-11-28 20:50:07,427 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:50:27,519 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:50:47,618 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:51:07,707 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:51:27,808 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:51:47,903 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:52:08,008 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:52:28,091 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:52:48,180 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:53:08,285 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:53:18,296 INFO    : EVOLVE[7-gen]-Finish the evaluation
2023-11-28 20:53:18,297 INFO    : EVOLVE[7-gen]-Finish the updating
2023-11-28 20:53:18,327 INFO    : EVOLVE[8-gen]-Begin pso evolution
2023-11-28 20:53:18,417 INFO    : EVOLVE[8-gen]-Finish pso evolution
2023-11-28 20:53:18,417 INFO    : EVOLVE[8-gen]-Begin to evaluate the fitness
2023-11-28 20:53:38,645 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 20:53:38,645 INFO    : Begin to train particle08_00
2023-11-28 20:53:38,661 INFO    : Begin to train particle08_01
2023-11-28 21:16:49,795 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 21:16:49,795 INFO    : Begin to train particle08_02
2023-11-28 21:16:49,805 INFO    : Begin to train particle08_03
2023-11-28 21:38:00,873 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 21:38:00,874 INFO    : Begin to train particle08_04
2023-11-28 21:38:00,887 INFO    : Begin to train particle08_05
2023-11-28 21:56:03,990 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 21:56:03,991 INFO    : Begin to train particle08_06
2023-11-28 21:56:04,003 INFO    : Begin to train particle08_07
2023-11-28 22:16:39,743 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 22:16:39,744 INFO    : Begin to train particle08_08
2023-11-28 22:16:39,757 INFO    : Begin to train particle08_09
2023-11-28 22:40:40,737 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 22:40:40,738 INFO    : Begin to train particle08_10
2023-11-28 22:40:40,749 INFO    : Begin to train particle08_11
2023-11-28 23:03:38,730 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 23:03:38,730 INFO    : Begin to train particle08_12
2023-11-28 23:03:38,745 INFO    : Begin to train particle08_13
2023-11-28 23:24:10,505 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 23:24:10,505 INFO    : Begin to train particle08_14
2023-11-28 23:24:10,517 INFO    : Begin to train particle08_15
2023-11-28 23:44:31,997 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-28 23:44:31,998 INFO    : Begin to train particle08_16
2023-11-28 23:44:32,012 INFO    : Begin to train particle08_17
2023-11-29 00:06:12,551 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:06:12,551 INFO    : Begin to train particle08_18
2023-11-29 00:06:12,559 INFO    : Begin to train particle08_19
2023-11-29 00:26:20,971 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:26:41,059 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:27:01,146 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:27:21,283 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:27:41,367 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:28:01,454 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:28:21,536 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:28:41,629 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:29:01,749 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:29:21,836 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:29:31,847 INFO    : EVOLVE[8-gen]-Finish the evaluation
2023-11-29 00:29:31,848 INFO    : EVOLVE[8-gen]-Finish the updating
2023-11-29 00:29:31,865 INFO    : EVOLVE[9-gen]-Begin pso evolution
2023-11-29 00:29:31,893 INFO    : EVOLVE[9-gen]-Finish pso evolution
2023-11-29 00:29:31,894 INFO    : EVOLVE[9-gen]-Begin to evaluate the fitness
2023-11-29 00:29:52,125 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:29:52,126 INFO    : Begin to train particle09_00
2023-11-29 00:29:52,140 INFO    : Begin to train particle09_01
2023-11-29 00:49:55,059 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 00:49:55,059 INFO    : Begin to train particle09_02
2023-11-29 00:49:55,071 INFO    : Begin to train particle09_03
2023-11-29 01:14:16,535 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 01:14:16,535 INFO    : Begin to train particle09_04
2023-11-29 01:14:16,547 INFO    : Begin to train particle09_05
2023-11-29 01:33:55,970 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 01:33:55,971 INFO    : Begin to train particle09_06
2023-11-29 01:33:55,984 INFO    : Begin to train particle09_07
2023-11-29 01:54:39,409 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 01:54:39,410 INFO    : Begin to train particle09_08
2023-11-29 01:54:39,425 INFO    : Begin to train particle09_09
2023-11-29 02:18:39,083 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 02:18:39,084 INFO    : Begin to train particle09_10
2023-11-29 02:18:39,096 INFO    : Begin to train particle09_11
2023-11-29 02:41:08,975 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 02:41:08,976 INFO    : Begin to train particle09_12
2023-11-29 02:41:08,990 INFO    : Begin to train particle09_13
2023-11-29 03:01:39,677 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 03:01:39,677 INFO    : Begin to train particle09_14
2023-11-29 03:01:39,690 INFO    : Begin to train particle09_15
2023-11-29 03:24:03,781 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 03:24:03,781 INFO    : Begin to train particle09_16
2023-11-29 03:24:03,796 INFO    : Begin to train particle09_17
2023-11-29 03:46:22,534 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 03:46:22,534 INFO    : Begin to train particle09_18
2023-11-29 03:46:22,549 INFO    : Begin to train particle09_19
2023-11-29 04:05:54,891 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:06:14,990 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:06:35,078 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:06:55,164 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:07:15,253 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:07:35,339 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:07:55,429 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:08:15,515 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:08:35,609 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:08:55,697 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:09:05,708 INFO    : EVOLVE[9-gen]-Finish the evaluation
2023-11-29 04:09:05,709 INFO    : EVOLVE[9-gen]-Finish the updating
2023-11-29 04:09:05,725 INFO    : EVOLVE[10-gen]-Begin pso evolution
2023-11-29 04:09:05,752 INFO    : EVOLVE[10-gen]-Finish pso evolution
2023-11-29 04:09:05,752 INFO    : EVOLVE[10-gen]-Begin to evaluate the fitness
2023-11-29 04:09:25,901 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:09:25,901 INFO    : Begin to train particle10_00
2023-11-29 04:09:25,915 INFO    : Begin to train particle10_01
2023-11-29 04:33:33,671 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:33:33,671 INFO    : Begin to train particle10_02
2023-11-29 04:33:33,684 INFO    : Begin to train particle10_03
2023-11-29 04:57:05,038 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 04:57:05,039 INFO    : Begin to train particle10_04
2023-11-29 04:57:05,050 INFO    : Begin to train particle10_05
2023-11-29 05:14:28,452 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 05:14:28,453 INFO    : Begin to train particle10_06
2023-11-29 05:14:28,466 INFO    : Begin to train particle10_07
2023-11-29 05:35:51,647 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 05:35:51,647 INFO    : Begin to train particle10_08
2023-11-29 05:35:51,660 INFO    : Begin to train particle10_09
2023-11-29 05:59:56,055 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 05:59:56,055 INFO    : Begin to train particle10_10
2023-11-29 05:59:56,063 INFO    : Begin to train particle10_11
2023-11-29 06:19:21,983 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 06:19:21,983 INFO    : Begin to train particle10_12
2023-11-29 06:19:21,995 INFO    : Begin to train particle10_13
2023-11-29 06:39:55,053 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 06:39:55,053 INFO    : Begin to train particle10_14
2023-11-29 06:39:55,067 INFO    : Begin to train particle10_15
2023-11-29 06:59:42,701 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 06:59:42,702 INFO    : Begin to train particle10_16
2023-11-29 06:59:42,718 INFO    : Begin to train particle10_17
2023-11-29 07:24:01,819 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:24:01,819 INFO    : Begin to train particle10_18
2023-11-29 07:24:01,832 INFO    : Begin to train particle10_19
2023-11-29 07:46:57,549 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:47:17,648 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:47:37,784 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:47:57,915 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:48:17,996 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:48:38,156 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:48:58,242 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:49:18,328 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:49:38,443 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:49:58,579 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:50:08,588 INFO    : EVOLVE[10-gen]-Finish the evaluation
2023-11-29 07:50:08,589 INFO    : EVOLVE[10-gen]-Finish the updating
2023-11-29 07:50:08,611 INFO    : EVOLVE[11-gen]-Begin pso evolution
2023-11-29 07:50:08,655 INFO    : EVOLVE[11-gen]-Finish pso evolution
2023-11-29 07:50:08,655 INFO    : EVOLVE[11-gen]-Begin to evaluate the fitness
2023-11-29 07:50:28,838 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 07:50:28,838 INFO    : Begin to train particle11_00
2023-11-29 07:50:28,852 INFO    : Begin to train particle11_01
2023-11-29 08:03:43,956 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 08:03:43,957 INFO    : Begin to train particle11_02
2023-11-29 08:03:43,969 INFO    : Begin to train particle11_03
2023-11-29 08:27:50,556 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 08:27:50,556 INFO    : Begin to train particle11_04
2023-11-29 08:27:50,570 INFO    : Begin to train particle11_05
2023-11-29 08:48:32,534 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 08:48:32,534 INFO    : Begin to train particle11_06
2023-11-29 08:48:32,547 INFO    : Begin to train particle11_07
2023-11-29 09:08:45,186 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 09:08:45,186 INFO    : Begin to train particle11_08
2023-11-29 09:08:45,199 INFO    : Begin to train particle11_09
2023-11-29 09:31:59,473 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 09:31:59,473 INFO    : Begin to train particle11_10
2023-11-29 09:31:59,489 INFO    : Begin to train particle11_11
2023-11-29 09:46:06,908 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 09:46:06,908 INFO    : Begin to train particle11_12
2023-11-29 09:46:06,922 INFO    : Begin to train particle11_13
2023-11-29 10:00:27,397 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 10:00:27,398 INFO    : Begin to train particle11_14
2023-11-29 10:00:27,410 INFO    : Begin to train particle11_15
2023-11-29 10:14:31,670 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 10:14:31,671 INFO    : Begin to train particle11_16
2023-11-29 10:14:31,686 INFO    : Begin to train particle11_17
2023-11-29 10:38:42,622 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 10:38:42,623 INFO    : Begin to train particle11_18
2023-11-29 10:38:42,641 INFO    : Begin to train particle11_19
2023-11-29 11:02:51,975 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:03:12,070 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:03:32,190 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:03:52,283 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:04:12,388 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:04:32,499 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:04:52,580 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:05:12,678 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:05:32,756 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:05:52,846 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:06:02,857 INFO    : EVOLVE[11-gen]-Finish the evaluation
2023-11-29 11:06:02,858 INFO    : EVOLVE[11-gen]-Finish the updating
2023-11-29 11:06:02,877 INFO    : EVOLVE[12-gen]-Begin pso evolution
2023-11-29 11:06:02,903 INFO    : EVOLVE[12-gen]-Finish pso evolution
2023-11-29 11:06:02,903 INFO    : EVOLVE[12-gen]-Begin to evaluate the fitness
2023-11-29 11:06:23,039 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:06:23,040 INFO    : Begin to train particle12_00
2023-11-29 11:06:23,055 INFO    : Begin to train particle12_01
2023-11-29 11:27:49,907 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:27:49,907 INFO    : Begin to train particle12_02
2023-11-29 11:27:49,920 INFO    : Begin to train particle12_03
2023-11-29 11:50:19,305 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 11:50:19,305 INFO    : Begin to train particle12_04
2023-11-29 11:50:19,319 INFO    : Begin to train particle12_05
2023-11-29 12:06:32,042 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 12:06:32,042 INFO    : Begin to train particle12_06
2023-11-29 12:06:32,057 INFO    : Begin to train particle12_07
2023-11-29 12:30:00,752 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 12:30:00,753 INFO    : Begin to train particle12_08
2023-11-29 12:30:00,770 INFO    : Begin to train particle12_09
2023-11-29 12:53:09,913 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 12:53:09,913 INFO    : Begin to train particle12_10
2023-11-29 12:53:09,926 INFO    : Begin to train particle12_11
2023-11-29 13:18:17,598 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 13:18:17,599 INFO    : Begin to train particle12_12
2023-11-29 13:18:17,612 INFO    : Begin to train particle12_13
2023-11-29 13:39:50,043 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 13:39:50,044 INFO    : Begin to train particle12_14
2023-11-29 13:39:50,059 INFO    : Begin to train particle12_15
2023-11-29 14:05:02,283 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:05:02,284 INFO    : Begin to train particle12_16
2023-11-29 14:05:02,298 INFO    : Begin to train particle12_17
2023-11-29 14:26:45,097 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:26:45,097 INFO    : Begin to train particle12_18
2023-11-29 14:26:45,107 INFO    : Begin to train particle12_19
2023-11-29 14:47:55,902 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:48:15,995 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:48:36,080 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:48:56,164 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:49:16,272 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:49:36,405 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:49:56,529 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:50:16,619 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:50:36,707 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:50:56,830 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:51:06,841 INFO    : EVOLVE[12-gen]-Finish the evaluation
2023-11-29 14:51:06,841 INFO    : EVOLVE[12-gen]-Finish the updating
2023-11-29 14:51:06,864 INFO    : EVOLVE[13-gen]-Begin pso evolution
2023-11-29 14:51:06,896 INFO    : EVOLVE[13-gen]-Finish pso evolution
2023-11-29 14:51:06,896 INFO    : EVOLVE[13-gen]-Begin to evaluate the fitness
2023-11-29 14:51:27,053 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 14:51:27,053 INFO    : Begin to train particle13_00
2023-11-29 14:51:27,074 INFO    : Begin to train particle13_01
2023-11-29 15:12:56,607 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 15:12:56,608 INFO    : Begin to train particle13_02
2023-11-29 15:12:56,619 INFO    : Begin to train particle13_03
2023-11-29 15:25:24,661 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 15:25:24,662 INFO    : Begin to train particle13_04
2023-11-29 15:25:24,678 INFO    : Begin to train particle13_05
2023-11-29 15:41:55,006 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 15:41:55,007 INFO    : Begin to train particle13_06
2023-11-29 15:41:55,018 INFO    : Begin to train particle13_07
2023-11-29 16:04:39,035 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 16:04:39,036 INFO    : Begin to train particle13_08
2023-11-29 16:04:39,053 INFO    : Begin to train particle13_09
2023-11-29 16:26:40,231 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 16:26:40,232 INFO    : Begin to train particle13_10
2023-11-29 16:26:40,247 INFO    : Begin to train particle13_11
2023-11-29 16:49:58,478 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 16:49:58,479 INFO    : Begin to train particle13_12
2023-11-29 16:49:58,489 INFO    : Begin to train particle13_13
2023-11-29 17:15:19,820 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 17:15:19,820 INFO    : Begin to train particle13_14
2023-11-29 17:15:19,836 INFO    : Begin to train particle13_15
2023-11-29 17:39:02,247 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 17:39:02,247 INFO    : Begin to train particle13_16
2023-11-29 17:39:02,263 INFO    : Begin to train particle13_17
2023-11-29 17:59:32,295 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 17:59:32,296 INFO    : Begin to train particle13_18
2023-11-29 17:59:32,311 INFO    : Begin to train particle13_19
2023-11-29 18:14:39,567 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:14:59,677 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:15:19,772 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:15:39,901 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:15:59,986 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:16:20,074 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:16:40,207 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:17:00,296 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:17:20,396 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:17:40,499 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:17:50,508 INFO    : EVOLVE[13-gen]-Finish the evaluation
2023-11-29 18:17:50,509 INFO    : EVOLVE[13-gen]-Finish the updating
2023-11-29 18:17:50,548 INFO    : EVOLVE[14-gen]-Begin pso evolution
2023-11-29 18:17:50,581 INFO    : EVOLVE[14-gen]-Finish pso evolution
2023-11-29 18:17:50,581 INFO    : EVOLVE[14-gen]-Begin to evaluate the fitness
2023-11-29 18:18:10,778 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:18:10,778 INFO    : Begin to train particle14_00
2023-11-29 18:18:10,791 INFO    : Begin to train particle14_01
2023-11-29 18:40:34,679 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 18:40:34,679 INFO    : Begin to train particle14_02
2023-11-29 18:40:34,695 INFO    : Begin to train particle14_03
2023-11-29 19:03:00,157 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 19:03:00,158 INFO    : Begin to train particle14_04
2023-11-29 19:03:00,170 INFO    : Begin to train particle14_05
2023-11-29 19:20:55,904 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 19:20:55,905 INFO    : Begin to train particle14_06
2023-11-29 19:20:55,913 INFO    : Begin to train particle14_07
2023-11-29 19:41:03,714 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 19:41:03,715 INFO    : Begin to train particle14_08
2023-11-29 19:41:03,729 INFO    : Begin to train particle14_09
2023-11-29 19:57:43,830 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 19:57:43,831 INFO    : Begin to train particle14_10
2023-11-29 19:57:43,848 INFO    : Begin to train particle14_11
2023-11-29 20:20:02,975 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 20:20:02,976 INFO    : Begin to train particle14_12
2023-11-29 20:20:02,990 INFO    : Begin to train particle14_13
2023-11-29 20:40:55,455 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 20:40:55,455 INFO    : Begin to train particle14_14
2023-11-29 20:40:55,469 INFO    : Begin to train particle14_15
2023-11-29 21:04:45,015 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 21:04:45,015 INFO    : Begin to train particle14_16
2023-11-29 21:04:45,027 INFO    : Begin to train particle14_17
2023-11-29 21:26:10,438 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 21:26:10,439 INFO    : Begin to train particle14_18
2023-11-29 21:26:10,453 INFO    : Begin to train particle14_19
2023-11-29 21:51:44,649 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 21:52:04,771 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 21:52:24,878 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
2023-11-29 21:52:44,988 INFO    : GPU_QUERY-Available GPUs are: [0,1], choose GPU#0 to use
